09/12/2011;840;A;MUR;00000000,06185;000000000,0622;000000029,1500;000000029,3000
09/12/2011;845;A;NPR;00000000,02188;00000000,02189;000000082,8200;000000082,8200
09/12/2011;850;A;SCR;000000000,1306;000000000,1465;000000012,3769;000000013,8730
09/12/2011;855;A;LKR;00000000,01592;00000000,01596;000000113,6300;000000113,8700
09/12/2011;860;A;INR;00000000,03482;00000000,03484;000000052,0350;000000052,0500
09/12/2011;865;A;IDR;000000000,0002;000000,0002006;000009040,0000;000009060,0000
09/12/2011;870;A;MVR;000000000,1184;000000000,1184;000000015,3100;000000015,3100
09/12/2011;875;A;PKR;00000000,02034;00000000,02035;000000089,0800;000000089,1000
09/12/2011;880;A;ILS;000000000,4813;000000000,4826;000000003,7568;000000003,7658
09/12/2011;892;A;KGS;00000000,03888;000000000,0389;000000046,6094;000000046,6094
09/12/2011;893;A;UZS;0000000,001016;0000000,001017;000001783,4300;000001783,4300
09/12/2011;905;A;BDT;00000000,02345;00000000,02348;000000077,2000;000000077,3000
09/12/2011;911;A;WST;000000004,1710;000000004,3425;000000000,4175;000000000,4345
09/12/2011;913;A;KZT;00000000,01229;000000000,0123;000000147,4400;000000147,4400
09/12/2011;915;A;MNT;0000000,001305;0000000,001324;000001369,0000;000001389,0000
09/12/2011;916;A;CLF;000000,0000815;000000,0000815;000022246,6900;000022246,6900
09/12/2011;920;A;VUV;00000000,01909;00000000,01909;000000094,9500;000000094,9500
09/12/2011;930;A;KRW;00000000,00158;0000000,001581;000001146,6000;000001147,0500
09/12/2011;946;A;TZS;0000000,001105;0000000,001133;000001600,0000;000001640,0000
09/12/2011;950;A;KES;00000000,02026;00000000,02029;000000089,3500;000000089,4500
09/12/2011;955;A;UGX;000000,0007352;000000,0007385;000002455,0000;000002465,0000
09/12/2011;960;A;SOS;0000000,001115;0000000,001116;000001625,0002;000001625,0002
09/12/2011;975;A;PLN;000000000,5365;000000000,5370;000000003,3762;000000003,3779
09/12/2011;978;B;EUR;000000002,4230;000000002,4242;000000001,3370;000000001,3371
09/12/2011;998;A;XAU;000000099,7413;000000099,7799;001711,5;00000000,01817

